StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,1_b1_rate_1,1_b1_rate_2,1_b1_rate_3,1_b1_rate_4,1_b1_rate_DO,1_b1_time_First Click,1_b1_time_Last Click,1_b1_time_Page Submit,1_b1_time_Click Count,2_b1_rate_1,2_b1_rate_2,2_b1_rate_3,2_b1_rate_4,2_b1_rate_DO,2_b1_time_First Click,2_b1_time_Last Click,2_b1_time_Page Submit,2_b1_time_Click Count,3_b1_rate_1,3_b1_rate_2,3_b1_rate_3,3_b1_rate_4,3_b1_rate_DO,3_b1_time_First Click,3_b1_time_Last Click,3_b1_time_Page Submit,3_b1_time_Click Count,4_b1_rate_1,4_b1_rate_2,4_b1_rate_3,4_b1_rate_4,4_b1_rate_DO,4_b1_time_First Click,4_b1_time_Last Click,4_b1_time_Page Submit,4_b1_time_Click Count,5_b1_rate_1,5_b1_rate_2,5_b1_rate_3,5_b1_rate_4,5_b1_rate_DO,5_b1_time_First Click,5_b1_time_Last Click,5_b1_time_Page Submit,5_b1_time_Click Count,6_b1_rate_1,6_b1_rate_2,6_b1_rate_3,6_b1_rate_4,6_b1_rate_DO,6_b1_time_First Click,6_b1_time_Last Click,6_b1_time_Page Submit,6_b1_time_Click Count,7_b1_rate_1,7_b1_rate_2,7_b1_rate_3,7_b1_rate_4,7_b1_rate_DO,7_b1_time_First Click,7_b1_time_Last Click,7_b1_time_Page Submit,7_b1_time_Click Count,8_b1_rate_1,8_b1_rate_2,8_b1_rate_3,8_b1_rate_4,8_b1_rate_DO,8_b1_time_First Click,8_b1_time_Last Click,8_b1_time_Page Submit,8_b1_time_Click Count,9_b1_rate_1,9_b1_rate_2,9_b1_rate_3,9_b1_rate_4,9_b1_rate_DO,9_b1_time_First Click,9_b1_time_Last Click,9_b1_time_Page Submit,9_b1_time_Click Count,10_b1_rate_1,10_b1_rate_2,10_b1_rate_3,10_b1_rate_4,10_b1_rate_DO,10_b1_time_First Click,10_b1_time_Last Click,10_b1_time_Page Submit,10_b1_time_Click Count,11_b1_rate_1,11_b1_rate_2,11_b1_rate_3,11_b1_rate_4,11_b1_rate_DO,11_b1_time_First Click,11_b1_time_Last Click,11_b1_time_Page Submit,11_b1_time_Click Count,12_b1_rate_1,12_b1_rate_2,12_b1_rate_3,12_b1_rate_4,12_b1_rate_DO,12_b1_time_First Click,12_b1_time_Last Click,12_b1_time_Page Submit,12_b1_time_Click Count,13_b1_rate_1,13_b1_rate_2,13_b1_rate_3,13_b1_rate_4,13_b1_rate_DO,13_b1_time_First Click,13_b1_time_Last Click,13_b1_time_Page Submit,13_b1_time_Click Count,14_b1_rate_1,14_b1_rate_2,14_b1_rate_3,14_b1_rate_4,14_b1_rate_DO,14_b1_time_First Click,14_b1_time_Last Click,14_b1_time_Page Submit,14_b1_time_Click Count,15_b1_rate_1,15_b1_rate_2,15_b1_rate_3,15_b1_rate_4,15_b1_rate_DO,15_b1_time_First Click,15_b1_time_Last Click,15_b1_time_Page Submit,15_b1_time_Click Count,16_b1_rate_1,16_b1_rate_2,16_b1_rate_3,16_b1_rate_4,16_b1_rate_DO,16_b1_time_First Click,16_b1_time_Last Click,16_b1_time_Page Submit,16_b1_time_Click Count,17_b1_rate_1,17_b1_rate_2,17_b1_rate_3,17_b1_rate_4,17_b1_rate_DO,17_b1_time_First Click,17_b1_time_Last Click,17_b1_time_Page Submit,17_b1_time_Click Count,18_b1_rate_1,18_b1_rate_2,18_b1_rate_3,18_b1_rate_4,18_b1_rate_DO,18_b1_time_First Click,18_b1_time_Last Click,18_b1_time_Page Submit,18_b1_time_Click Count,19_b1_rate_1,19_b1_rate_2,19_b1_rate_3,19_b1_rate_4,19_b1_rate_DO,19_b1_time_First Click,19_b1_time_Last Click,19_b1_time_Page Submit,19_b1_time_Click Count,20_b1_rate_1,20_b1_rate_2,20_b1_rate_3,20_b1_rate_4,20_b1_rate_DO,20_b1_time_First Click,20_b1_time_Last Click,20_b1_time_Page Submit,20_b1_time_Click Count,1_b2_rate_1,1_b2_rate_2,1_b2_rate_3,1_b2_rate_4,1_b2_rate_DO,1_b2_time_First Click,1_b2_time_Last Click,1_b2_time_Page Submit,1_b2_time_Click Count,2_b2_rate_1,2_b2_rate_2,2_b2_rate_3,2_b2_rate_4,2_b2_rate_DO,2_b2_time_First Click,2_b2_time_Last Click,2_b2_time_Page Submit,2_b2_time_Click Count,3_b2_rate_1,3_b2_rate_2,3_b2_rate_3,3_b2_rate_4,3_b2_rate_DO,3_b2_time_First Click,3_b2_time_Last Click,3_b2_time_Page Submit,3_b2_time_Click Count,4_b2_rate_1,4_b2_rate_2,4_b2_rate_3,4_b2_rate_4,4_b2_rate_DO,4_b2_time_First Click,4_b2_time_Last Click,4_b2_time_Page Submit,4_b2_time_Click Count,5_b2_rate_1,5_b2_rate_2,5_b2_rate_3,5_b2_rate_4,5_b2_rate_DO,5_b2_time_First Click,5_b2_time_Last Click,5_b2_time_Page Submit,5_b2_time_Click Count,6_b2_rate_1,6_b2_rate_2,6_b2_rate_3,6_b2_rate_4,6_b2_rate_DO,6_b2_time_First Click,6_b2_time_Last Click,6_b2_time_Page Submit,6_b2_time_Click Count,7_b2_rate_1,7_b2_rate_2,7_b2_rate_3,7_b2_rate_4,7_b2_rate_DO,7_b2_time_First Click,7_b2_time_Last Click,7_b2_time_Page Submit,7_b2_time_Click Count,8_b2_rate_1,8_b2_rate_2,8_b2_rate_3,8_b2_rate_4,8_b2_rate_DO,8_b2_time_First Click,8_b2_time_Last Click,8_b2_time_Page Submit,8_b2_time_Click Count,9_b2_rate_1,9_b2_rate_2,9_b2_rate_3,9_b2_rate_4,9_b2_rate_DO,9_b2_time_First Click,9_b2_time_Last Click,9_b2_time_Page Submit,9_b2_time_Click Count,10_b2_rate_1,10_b2_rate_2,10_b2_rate_3,10_b2_rate_4,10_b2_rate_DO,10_b2_time_First Click,10_b2_time_Last Click,10_b2_time_Page Submit,10_b2_time_Click Count,11_b2_rate_1,11_b2_rate_2,11_b2_rate_3,11_b2_rate_4,11_b2_rate_DO,11_b2_time_First Click,11_b2_time_Last Click,11_b2_time_Page Submit,11_b2_time_Click Count,12_b2_rate_1,12_b2_rate_2,12_b2_rate_3,12_b2_rate_4,12_b2_rate_DO,12_b2_time_First Click,12_b2_time_Last Click,12_b2_time_Page Submit,12_b2_time_Click Count,13_b2_rate_1,13_b2_rate_2,13_b2_rate_3,13_b2_rate_4,13_b2_rate_DO,13_b2_time_First Click,13_b2_time_Last Click,13_b2_time_Page Submit,13_b2_time_Click Count,14_b2_rate_1,14_b2_rate_2,14_b2_rate_3,14_b2_rate_4,14_b2_rate_DO,14_b2_time_First Click,14_b2_time_Last Click,14_b2_time_Page Submit,14_b2_time_Click Count,15_b2_rate_1,15_b2_rate_2,15_b2_rate_3,15_b2_rate_4,15_b2_rate_DO,15_b2_time_First Click,15_b2_time_Last Click,15_b2_time_Page Submit,15_b2_time_Click Count,16_b2_rate_1,16_b2_rate_2,16_b2_rate_3,16_b2_rate_4,16_b2_rate_DO,16_b2_time_First Click,16_b2_time_Last Click,16_b2_time_Page Submit,16_b2_time_Click Count,17_b2_rate_1,17_b2_rate_2,17_b2_rate_3,17_b2_rate_4,17_b2_rate_DO,17_b2_time_First Click,17_b2_time_Last Click,17_b2_time_Page Submit,17_b2_time_Click Count,18_b2_rate_1,18_b2_rate_2,18_b2_rate_3,18_b2_rate_4,18_b2_rate_DO,18_b2_time_First Click,18_b2_time_Last Click,18_b2_time_Page Submit,18_b2_time_Click Count,19_b2_rate_1,19_b2_rate_2,19_b2_rate_3,19_b2_rate_4,19_b2_rate_DO,19_b2_time_First Click,19_b2_time_Last Click,19_b2_time_Page Submit,19_b2_time_Click Count,20_b2_rate_1,20_b2_rate_2,20_b2_rate_3,20_b2_rate_4,20_b2_rate_DO,20_b2_time_First Click,20_b2_time_Last Click,20_b2_time_Page Submit,20_b2_time_Click Count,1_crt,2_crt,3_crt,4_crt,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_17,nfc_18,nfc_DO,fi_1,fi_2,fi_3,fi_4,fi_5,fi_6,fi_7,fi_8,fi_9,fi_10,fi_11,fi_12,fi_DO,sbq_1,sbq_2,sbq_3,sbq_4,sbq_5,sbq_6,sbq_7,sbq_8,sbq_9,sbq_10,sbq_11,sbq_12,sbq_13,sbq_14,sbq_15,sbq_16,sbq_17,sbq_18,sbq_19,sbq_20,sbq_21,sbq_22,sbq_23,sbq_24,sbq_25,sbq_DO,bot_check,age,sex,sex_4_TEXT,race,race_9_TEXT,SC0,FL_6_DO,FL_13_DO
3/29/23 14:28,3/29/23 14:38,0,38.89.151.86,100,600,1,3/29/23 14:38,R_8eQgse3SmxBuf6h,,,,,40.7123,-73.7985,anonymous,EN,1,3,3,3,3,1|4|3|2,8.538,15.536,16.226,6,3,4,3,3,1|3|4|2,3.103,10.703,11.089,10,3,3,3,3,3|2|4|1,11.165,16.285,19.537,6,6,6,6,6,1|3|2|4,11.124,13.242,13.661,5,3,3,3,3,3|1|4|2,3.88,4.882,5.615,4,3,3,3,3,4|1|2|3,9.054,10.386,11.207,4,2,2,2,2,2|3|1|4,6.568,8.315,8.774,5,2,2,2,2,4|1|2|3,5.881,7.167,7.867,4,3,3,3,3,4|1|3|2,5.082,6.165,6.982,4,2,2,2,2,2|4|3|1,3.663,4.897,5.933,4,5,5,5,5,2|3|1|4,4.061,5.511,6.214,4,3,3,3,3,4|2|3|1,4.581,5.831,6.87,4,6,6,6,6,3|1|4|2,5.951,7.138,7.791,4,4,4,4,4,2|3|4|1,4.62,8.254,8.977,8,3,3,3,3,4|1|2|3,4.823,6.557,7.192,5,5,5,5,5,4|1|3|2,41.987,43.972,44.51,5,2,2,2,2,3|1|2|4,6.896,8.032,8.831,4,5,5,5,5,3|1|4|2,5.658,7.06,7.832,4,4,4,4,4,3|4|2|1,5.895,7.132,7.964,4,4,4,4,4,2|3|1|4,6.263,7.23,7.919,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,100 minutes,28,one,2,1,2,3,3,1,3,4,4,4,4,2,1,4,4,4,2,4,18|7|8|4|14|12|11|15|3|17|1|16|9|6|5|13|2|10,2,3,2,3,2,2,2,2,3,2,2,2,7|8|10|1|5|2|9|4|12|3|6|11,1,1,1,4,1,1,1,3,5,1,1,1,2,1,5,5,5,5,4,1,1,3,1,5,1,19|13|18|16|14|9|21|6|7|10|1|11|17|23|2|22|12|15|25|4|20|8|5|24|3,looking back to my emotions,20,2,,1,,427,counterbalance_1,fi|sbq|crt|nfc
3/29/23 14:29,3/29/23 14:46,0,150.210.231.27,100,1037,1,3/29/23 14:47,R_2dzJSNYNFUbYv8X,,,,,40.6286,-73.939,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4|2|3|1,24.908,47.84,48.643,4,6,6,6,6,3|4|1|2,5.186,6.636,7.338,4,3,4,4,2,4|1|3|2,12.329,16.961,17.764,5,2,3,3,3,2|1|3|4,8.358,11.808,13.08,4,5,5,4,4,4|3|1|2,8.418,19.485,20.654,5,6,6,6,6,3|4|1|2,4.616,9.383,10.138,4,1,1,1,1,3|1|4|2,8.472,10.622,12.674,4,1,1,1,1,3|1|4|2,5.542,8.592,8.994,5,4,4,4,5,4|2|3|1,10.601,13.966,14.769,4,4,4,4,4,3|2|1|4,7.575,8.894,9.612,4,6,7,6,6,4|2|1|3,5.197,13.096,13.949,6,3,4,4,4,4|1|3|2,10.493,15.393,15.795,5,6,5,6,6,2|4|1|3,17.453,23.501,24.723,4,4,5,5,5,1|3|2|4,19.306,25.673,26.409,4,5,4,5,5,1|2|3|4,12.81,16.044,17.062,4,5,5,5,5,4|2|3|1,16.555,19.155,20.058,4,1,1,1,1,4|3|1|2,6.296,7.68,10.949,4,1,4,1,2,4|3|2|1,15.582,20.582,21.502,4,5,5,5,5,1|2|4|3,6.932,10.568,11.369,4,1,1,1,1,2|4|3|1,14.642,36.94,37.544,5,0.1,100,47,30,2,2,3,3,3,2,4,4,4,3,3,2,3,3,3,4,3,3,7|6|2|18|9|1|3|13|11|12|16|10|17|4|14|5|8|15,4,4,4,4,4,3,3,4,3,3,3,3,3|8|7|4|9|6|2|1|5|10|12|11,2,3,2,4,2,3,4,3,1,4,3,2,3,1,2,2,3,4,2,2,3,3,3,3,3,25|12|5|22|6|7|2|21|1|23|17|16|13|11|10|4|8|19|9|14|20|24|15|18|3,I reflected on my values and imagined actions I would take in certain scenarios.,,1,,1,,467,counterbalance_2,fi|nfc|sbq|crt
3/29/23 14:46,3/29/23 14:56,0,192.111.59.118,100,629,1,3/29/23 14:56,R_1pXNcdhucsNHJhB,,,,,40.8477,-73.8418,anonymous,EN,1,1,3,1,1,4|3|2|1,6.518,13.266,14.287,4,3,4,2,4,3|2|4|1,2.989,6.592,8.37,4,1,7,1,1,3|4|1|2,23.189,26.479,27.492,4,4,7,7,4,3|1|2|4,3.575,8.135,8.934,4,4,7,7,4,2|1|4|3,3.794,9.551,10.468,4,2,7,7,6,1|3|2|4,0.094,3.064,3.541,5,1,5,1,1,3|4|1|2,4.278,9.976,11.275,5,1,2,2,2,3|1|4|2,32.891,48.879,50.397,7,3,5,2,4,2|3|1|4,6.306,15.073,16.307,6,3,5,6,3,4|1|3|2,0.665,2.542,4.147,4,2,4,6,2,1|4|3|2,0.144,5.509,6.53,8,4,2,2,6,2|4|3|1,5.411,7.797,8.82,6,6,7,7,5,3|4|2|1,3.513,8.203,9.092,5,3,6,5,4,1|4|3|2,0.672,2.475,3.432,4,7,6,7,7,3|2|4|1,5.194,9.004,10.091,4,7,7,7,7,4|3|1|2,6.238,9.434,10.52,4,4,7,4,4,1|3|2|4,18.818,25.522,26.412,4,7,7,5,5,1|3|4|2,6.123,11.742,12.718,4,6,7,6,7,2|1|4|3,5.987,9.056,9.917,4,4,7,7,7,4|2|1|3,28.924,38.143,39.263,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,100,2,15,4,4,5,4,2,4,3,3,2,3,2,3,2,4,4,5,3,3,16|12|17|5|9|1|4|6|10|7|14|18|3|13|15|11|8|2,4,2,3,3,5,3,4,4,4,4,2,5,9|1|4|3|11|12|7|8|10|6|2|5,3,3,3,2,4,2,3,3,3,3,2,4,2,3,2,4,5,2,4,5,3,3,2,2,1,23|15|20|10|14|13|21|7|16|9|5|1|4|19|22|8|2|12|3|11|18|6|17|25|24,I read the question and choose the number on gut instinct ,20,1,,3,,541,counterbalance_1,fi|sbq|nfc|crt
3/29/23 14:26,3/29/23 15:03,0,108.41.95.39,100,2198,1,3/29/23 15:03,R_1hN2EWsreccEfu2,,,,,40.7787,-73.9132,anonymous,EN,1,2,2,1,1,2|1|3|4,14.636,42.887,44.804,5,4,5,4,4,1|4|2|3,9.424,15.961,17.307,4,3,1,2,2,1|3|2|4,13.1,23.45,24.948,5,5,7,5,5,4|1|3|2,18.886,34.548,36.481,4,1,2,1,1,2|1|3|4,13.973,18.784,20.337,4,7,6,6,7,3|4|1|2,53.612,65.309,67.45,4,3,2,2,3,2|4|1|3,23.614,31.093,32.412,4,2,2,2,3,4|3|2|1,2.462,27.827,29.01,5,3,3,3,3,2|3|1|4,18.863,24.618,26.093,4,4,4,4,4,2|4|3|1,8.707,17.994,19.363,4,5,6,6,6,1|3|2|4,8.289,14.131,15.201,4,5,4,4,6,4|2|1|3,28.487,39.538,40.734,4,7,7,6,7,2|4|3|1,8.699,19.099,20.385,4,6,6,6,6,2|1|4|3,11.181,14.9,16.85,5,5,4,5,5,3|1|2|4,15.962,26.297,27.53,4,7,7,5,7,3|4|1|2,34.743,47.735,49.311,4,4,6,5,4,2|4|1|3,28.711,46.482,48.493,4,7,7,6,7,1|2|4|3,28.271,40.159,41.527,4,6,6,6,6,4|3|2|1,10.204,37.445,38.611,5,6,5,6,7,2|3|1|4,13.012,36.835,38.148,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,100,47,15,5,5,1,1,1,4,1,4,1,5,5,1,3,5,5,1,1,1,18|9|4|1|12|10|8|17|15|3|2|13|14|6|5|7|11|16,4,4,2,4,2,4,3,1,4,3,3,3,6|11|4|2|9|1|12|3|10|7|5|8,2,1,1,2,4,1,2,3,2,1,2,1,3,2,2,2,3,5,2,1,1,1,2,4,2,11|20|3|4|15|13|16|17|24|8|6|7|1|23|25|10|9|2|22|14|19|21|12|5|18,"I think careful how they apply to my knowledge, beliefs and experiences. ",41,1,,3,,506,counterbalance_1,nfc|crt|fi|sbq
3/29/23 15:11,3/29/23 15:34,0,67.84.124.43,100,1392,1,3/29/23 15:34,R_5akkqmCzJiuqLlv,,,,,40.8205,-73.9183,anonymous,EN,1,1,1,4,2,4|1|2|3,9.815,56.642,57.755,9,7,7,7,7,3|2|4|1,3.708,4.925,5.598,4,1,1,6,1,1|4|2|3,46.533,49.29,50.421,4,2,5,7,5,1|4|3|2,6.88,22.732,23.676,5,3,4,1,3,3|4|2|1,20.41,37.236,39.061,5,1,2,4,3,4|3|2|1,2.052,118.838,119.772,9,1,2,3,1,2|3|1|4,11.052,15.819,18.118,4,1,1,1,1,4|2|3|1,25.037,27.785,30.787,4,1,3,4,1,1|4|3|2,20.016,24.558,25.55,4,1,1,3,1,2|4|3|1,9.718,14.577,15.686,6,7,7,7,7,3|4|1|2,5.126,9.075,10.52,4,2,7,7,5,4|2|1|3,6.092,10.661,11.577,4,6,7,7,7,4|2|3|1,6.35,9.676,10.977,4,2,2,7,5,1|4|3|2,24.338,63.177,68.663,5,2,6,7,4,3|1|2|4,18.349,24.404,26.431,4,3,6,6,7,4|1|2|3,13.898,18.027,18.788,4,1,7,7,4,1|2|3|4,9.438,19.706,20.659,7,3,5,7,5,3|1|4|2,16.149,20.235,20.95,5,6,7,7,7,3|1|4|2,7.981,11.277,12.136,4,4,7,7,7,4|2|1|3,10.994,20.337,21.363,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,100,24,29,4,2,4,2,2,2,4,5,4,2,2,2,2,2,2,4,4,3,2|17|9|18|13|10|11|3|14|16|12|15|1|5|4|6|7|8,1,2,2,4,3,4,4,5,4,4,3,5,7|3|8|9|5|11|1|10|6|2|4|12,1,1,1,3,2,1,1,1,3,5,1,1,4,1,4,3,1,5,2,1,4,1,4,4,4,12|3|22|1|17|16|13|23|21|20|6|11|15|10|4|25|24|8|18|19|5|7|2|14|9,I gave a little bit of thought to see how i think realistically. Gave myself what ifs and examples.,19,1,,3,,491,counterbalance_1,fi|crt|sbq|nfc
3/29/23 15:48,3/29/23 15:52,0,150.210.231.27,100,240,1,3/29/23 15:52,R_29aZEjNBhwPWnoR,,,,,40.6286,-73.939,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1|2|4|3,0.277,1.576,2.301,5,7,7,7,7,1|3|2|4,0.328,2.01,2.737,7,7,7,7,7,2|4|1|3,0.625,2.141,2.783,5,7,7,7,7,1|4|3|2,0.542,1.626,2.15,4,7,7,7,7,4|2|1|3,0.522,1.555,2.079,4,7,7,7,7,3|2|4|1,0.686,1.971,2.711,4,7,7,7,7,4|1|2|3,17.061,18.061,18.669,4,7,7,7,7,1|3|2|4,0.47,1.253,2.178,4,7,7,7,7,2|3|4|1,1.217,2.1,2.876,4,7,7,7,7,2|3|4|1,0.987,2.852,3.446,6,7,7,7,7,2|1|4|3,1.851,3.199,3.758,4,7,7,7,7,1|2|3|4,0.596,2.164,2.721,5,7,7,7,7,4|1|3|2,0.517,1.767,2.34,4,7,7,7,7,1|2|4|3,6.364,7.933,8.458,5,7,7,7,7,1|2|3|4,11.975,13.091,13.699,4,7,7,7,7,1|4|2|3,0.437,1.786,2.664,5,7,7,7,7,1|4|2|3,0.79,2.274,3.333,4,7,7,7,7,1|4|3|2,0.737,1.671,2.395,4,7,7,7,7,2|4|3|1,0.425,2.259,2.75,6,7,7,7,7,1|2|3|4,0.712,2.027,2.619,4,0.05,5 minutes,47,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4|18|8|2|14|13|15|5|11|12|6|3|10|16|9|17|7|1,5,5,5,5,5,5,5,5,5,5,5,5,4|10|3|2|9|6|8|5|11|7|12|1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1|5|11|25|10|23|16|21|18|9|8|15|6|22|24|13|20|12|14|3|19|2|17|7|4,I was in class,,,,,,835,counterbalance_2,crt|sbq|nfc|fi
3/29/23 15:44,3/29/23 16:13,0,68.175.56.232,100,1699,1,3/29/23 16:13,R_OwbMsgtWRU6sJFv,,,,,40.7681,-73.8291,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,2|4|3|1,12.985,17.102,19.04,5,5,5,5,5,4|1|2|3,20.036,22.617,24.096,4,2,3,2,2,4|1|3|2,29.471,34.171,35.728,4,5,6,5,5,3|4|1|2,11.434,15.319,16.624,4,3,4,4,3,4|1|2|3,43.596,48.165,50.171,5,3,6,5,4,4|1|3|2,13.667,24.437,25.508,4,3,3,3,3,3|2|1|4,93.629,97.409,98.863,4,2,2,2,2,3|2|4|1,9.154,22.525,23.6,6,2,4,2,2,1|4|3|2,21.691,27.224,29.334,5,4,6,5,3,1|3|4|2,8.383,13.584,15.327,4,5,6,5,5,1|4|3|2,11.818,18.168,19.564,5,3,5,3,3,4|3|2|1,19.61,26.726,40.677,5,5,6,5,5,3|4|2|1,14.3,18.299,19.627,4,6,6,6,6,3|1|2|4,7.811,9.828,11.116,4,3,4,3,3,4|1|3|2,40.538,43.521,45.045,4,5,6,4,4,2|1|4|3,15.342,21.624,23.647,5,2,4,3,2,4|2|1|3,6.919,11.671,13.145,4,3,4,3,3,3|1|4|2,16.813,20.629,22.172,4,6,7,6,6,3|2|4|1,6.046,13.344,14.678,4,3,6,3,4,2|4|3|1,29.933,38.001,39.376,4,5 cents,20 minutes,20 days,30 students,1,2,3,4,4,2,4,4,5,3,3,3,3,3,2,4,3,3,14|18|5|7|11|9|1|3|4|16|13|17|10|6|2|12|15|8,3,3,3,3,2,4,4,4,2,4,3,4,10|1|8|5|3|9|6|11|12|7|2|4,3,3,3,4,3,2,2,4,3,5,3,2,3,2,2,2,4,2,2,2,2,3,3,3,3,22|10|12|17|8|14|7|2|3|13|18|6|21|20|24|9|19|11|5|25|15|16|1|4|23,Based on how much I related to each one.,19,2,,1,,483,counterbalance_2,fi|sbq|nfc|crt
3/29/23 16:34,3/29/23 16:59,0,150.210.231.27,100,1493,1,3/29/23 16:59,R_O26TqCyyhMsbydH,,,,,40.6286,-73.939,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,7,1|4|2|3,10.761,13.456,14.238,4,6,7,5,6,2|1|3|4,8.543,12.667,13.484,4,5,6,5,7,2|3|4|1,135.615,152.221,153.409,4,7,7,7,7,1|2|3|4,68.991,72.569,73.463,4,5,5,5,6,3|2|1|4,9.949,16.458,17.394,4,5,6,5,5,2|3|1|4,4.027,11.417,14.604,5,7,6,6,6,4|2|3|1,6.891,11.267,12.22,4,5,4,5,4,3|4|2|1,5.952,10.758,11.867,4,4,4,4,5,1|3|4|2,4.697,9.36,10.492,5,5,4,5,4,3|2|4|1,9.273,13.273,14.891,4,5,5,6,7,3|4|2|1,17.679,52.455,60.78,7,6,5,5,6,4|1|3|2,10.694,17.897,19.974,4,4,5,4,5,2|1|3|4,10.984,14.437,15.454,4,7,7,7,7,2|3|1|4,7.331,9.048,38.522,4,7,7,7,7,1|3|4|2,8.513,10.505,31.211,4,7,6,6,7,1|2|3|4,19.9,51.663,53.112,4,7,7,7,7,2|4|1|3,6.282,8.232,9.251,4,7,7,7,7,2|1|4|3,9.369,11.132,11.942,4,7,7,5,6,2|3|4|1,19.833,28.411,29.51,5,4,4,5,5,3|1|2|4,14.589,21.822,22.87,5,$0.05 ,5minutes,47days,29 students,3,5,1,4,4,3,4,4,3,4,4,5,4,3,4,4,4,5,16|17|7|1|12|18|2|8|5|6|14|13|10|11|4|15|9|3,3,5,4,4,5,5,3,3,4,4,4,4,9|4|7|10|3|5|1|12|2|8|11|6,4,4,4,5,4,4,3,3,4,3,4,3,3,3,4,3,5,4,3,4,4,4,3,5,4,2|14|17|5|9|20|23|4|25|19|15|1|22|7|24|21|12|18|10|11|13|8|3|16|6,I will think in many ways because anything has a good and bad side.,25,2,,1,,679,counterbalance_2,nfc|crt|sbq|fi
